1,CA-2016-152156,2016-11-08,2016-11-11,Second Class,CG-12520,Claire Gute,Consumer,United States,Henderson,Kentucky,42420,South,FUR-BO-10001798,Furniture,BOOKCASES,Bush Somerset Collection Bookcase,261.96,2,0.00,41.91,NULL,Low Value,2015-10-15,13
2,CA-2016-152156,2016-11-08,2016-11-11,Second Class,CG-12520,Claire Gute,Consumer,United States,Henderson,Kentucky,42420,South,FUR-CH-10000454,Furniture,CHAIRS,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",731.94,3,0.00,219.58,NULL,Low Value,2015-10-15,13
3,CA-2016-138688,2016-06-12,2016-06-16,Second Class,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10000240,Office Supplies,LABELS,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.00,6.87,NULL,Low Value,2016-06-12,0
4,US-2015-108966,2015-10-11,2015-10-18,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10000577,Furniture,TABLES,Bretford CR4500 Series Slim Rectangular Table,957.58,5,0.45,-383.03,NULL,Medium Value,2015-10-11,0
5,US-2015-108966,2015-10-11,2015-10-18,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-ST-10000760,Office Supplies,STORAGE,Eldon Fold 'N Roll Cart System,22.37,2,0.20,2.52,NULL,Medium Value,2015-10-11,0
6,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10001487,Furniture,FURNISHINGS,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",48.86,7,0.00,14.17,NULL,High Value,2014-06-09,0
7,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,OFF-AR-10002833,Office Supplies,ART,Newell 322,7.28,4,0.00,1.97,NULL,High Value,2014-06-09,0
8,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002275,Technology,PHONES,Mitel 5320 IP Phone VoIP phone,907.15,6,0.20,90.72,NULL,High Value,2014-06-09,0
9,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,OFF-BI-10003910,Office Supplies,BINDERS,DXL Angle-View Binders with Locking Rings by Samsill,18.50,3,0.20,5.78,NULL,High Value,2014-06-09,0
10,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10002892,Office Supplies,APPLIANCES,Belkin F5C206VTEL 6 Outlet Surge,114.90,5,0.00,34.47,NULL,High Value,2014-06-09,0
11,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539,Furniture,TABLES,Chromcraft Rectangular Conference Tables,1706.18,9,0.20,85.31,NULL,High Value,2014-06-09,0
12,CA-2014-115812,2014-06-09,2014-06-14,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10002033,Technology,PHONES,Konftel 250 Conferencen+áphonen+á- Charcoal black,911.42,4,0.20,68.36,NULL,High Value,2014-06-09,0
13,CA-2017-114412,2017-04-15,2017-04-20,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10002365,Office Supplies,PAPER,Xerox 1967,15.55,3,0.20,5.44,NULL,Low Value,2014-05-04,35
14,CA-2016-161389,2016-12-05,2016-12-10,Standard Class,IM-15070,Irene Maddox,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10003656,Office Supplies,BINDERS,Fellowes PB200 Plastic Comb Binding Machine,407.98,3,0.20,132.59,NULL,Medium Value,2014-12-19,24
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,APPLIANCES,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5,0.80,-123.86,NULL,Low Value,2014-05-06,18
16,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-BI-10000756,Office Supplies,BINDERS,Storex DuraTech Recycled Plastic Frosted Binders,2.54,3,0.80,-3.82,NULL,Low Value,2014-05-06,18
17,CA-2014-105893,2014-11-11,2014-11-18,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10004186,Office Supplies,STORAGE,"""Stur-D-Stor Shelving, Vertical 5-Shelf: 72""""H x 36""""W x 18 1/2""""D""",665.88,6,0.00,13.32,NULL,High Value,2014-11-11,0
18,CA-2014-167164,2014-05-13,2014-05-15,Second Class,AG-10270,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,STORAGE,Fellowes Super Stor/Drawer,55.50,2,0.00,9.99,NULL,Medium Value,2014-05-13,0
19,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003056,Office Supplies,ART,Newell 341,8.56,2,0.00,2.48,NULL,Low Value,2014-08-27,0
20,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001949,Technology,PHONES,Cisco SPA 501G IP Phone,213.48,3,0.20,16.01,NULL,Low Value,2014-08-27,0
21,CA-2014-143336,2014-08-27,2014-09-01,Second Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002215,Office Supplies,BINDERS,"""Wilson Jones Hanging View Binder, White, 1""""""",22.72,4,0.20,7.38,NULL,Low Value,2014-08-27,0
22,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AR-10000246,Office Supplies,ART,Newell 318,19.46,7,0.00,5.06,NULL,Medium Value,2014-04-04,32
23,CA-2016-137330,2016-12-09,2016-12-13,Standard Class,KB-16585,Ken Black,Corporate,United States,Fremont,Nebraska,68025,Central,OFF-AP-10001492,Office Supplies,APPLIANCES,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7,0.00,15.69,NULL,Medium Value,2014-04-04,32
24,US-2017-156909,2017-07-16,2017-07-18,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,CHAIRS,"Global Deluxe Stacking Chair, Gray",71.37,2,0.30,-1.02,NULL,Low Value,2014-09-10,34
25,CA-2015-106320,2015-09-25,2015-09-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577,Furniture,TABLES,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,0.00,240.26,NULL,Medium Value,2014-05-05,16
26,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,BINDERS,Wilson Jones Active Use Binders,11.65,2,0.20,4.22,NULL,Low Value,2014-07-02,18
27,CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,ACCESSORIES,Imationn+á8GB Mini TravelDrive USB 2.0n+áFlash Drive,90.57,3,0.00,11.77,NULL,Low Value,2014-07-02,18
28,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,BOOKCASES,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7,0.50,-1665.05,NULL,Medium Value,2014-10-17,11
29,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10000474,Office Supplies,BINDERS,Avery Recycled Flexi-View Covers for Binding Systems,9.62,2,0.70,-7.05,NULL,Medium Value,2014-10-17,11
